tipo_item,endereco,bairro,metragem_m2,latidude,longitude,lote,observacoes
area publica,av. jorge casoni - terminal rodoviario,casoni,"29.184,98","-23,3044206","-51,1513729",1,
praça,rua carijós c araruana,paraná,"2.332,83","-23,3045262","-51,1480067",1,
praça,jorge casoni c/ guaicurus,matarazzo,"244,25","-23,3044206","-51,1513729",1,
area publica,caetes c/ tembes (praça/ laterais ao lado praça),matarazzo,"680,00","-23,423468","-51,8869931",1,
canteiros,av jorge casoni (alça lateral esquina rua guaranis ),casoni,"452,16","-23,3028976","-51,1494082",1,
area publica,rua tupiniquins (duas laterais),casoni,150,"-23,3028976","-51,1494082",1,
area publica,rua tapuias c/ oswaldo cruz,casoni,"500,00","-23,2959873","-51,1454558",1,
area publica,jorge casoni c/ camacan e alexandre albertoni (2 areas),kase,"722,44","-23,2949574","-51,1471296",1,
viela,jorge casoni (da casoni até saturnino de brito e rua sampaio vidal),casoni,"908,80","-23,29849","-51,145814",1,
praça,vital brasil c oswaldo cruz,kase,"2.434,69","-23,2908879","-51,2320966",1,
lote público,icós,são caetano,"438,56","-23,3014941","-51,1550653",1,
lote público,tembés,portuguesa,348,"-23,3023949","-51,154633",1,
praça,tiete c john kennedy,recreio,"1.915,41","-23,2953414","-51,1589755",1,
praça,tietê c duque de caxias 2 praças,recreio,"2.457,00","-23,3272806","-51,1540579",1,
area publica,av. duque de caxias c/ r. caetano munhoz da rocha,recreio,"411,75","-23,3154575","-51,1551198",1,
lotes,irma bona dose c angelo vicentini,santa monica,"3.870,42","-23,2869407","-51,1585812",1,
fundo de vale,r. angelo vicentini (da maria i. v. teodoro até av. lucia h.g. viana),santa monica,"7.195,78","-23,2865857","-51,1586495",1,
praça,nilo cairo c matheus leme,jd. paulista,"874,57","-23,2904896","-51,1587728",1,
fundo de vale,zacaria de goes (da av. lucia h.g.viana até nilo cairo),jd. paulista,"2.552,80","-23,2904896","-51,1587728",1,
area publica,coelho neto (do campo de futebol até alça de acesso br-369),progresso,"26.568,99","-23,2906088","-51,1529114",1,
viela,carlos rottman,jd. progresso,"229,61","-23,2921294","-51,1532831",1,
viela,chefe newton,jd. progresso,"236,96","-23,2649988","-51,1881851",1,
laterais,lúcia h. gonçalves viana c/ visconde de guarapuava,jd. paschoal cantoni,"703,48","-23,2874127","-51,1550694",1,
fundo de vale,r. antonio vicente de souza e r. coelho neto (extensão toda),vários,"10.125,76","-23,290049","-51,1520293",1,
praça,mario novaes c jose mauricio da silva,portal itamaraca,"5.276,97","-23,2857056","-51,1503428",1,
laterais,gino tamiozzo muro epesmel,novo amparo,"1.991,69","-23,3732828","-51,1326945",1,
laterais,flávio buraneli - gino tamioso - antônio b. de lima,santa luzia,"407,50","-23,2876706","-51,1418299",1,
transp. linha férrea,r. angelino f. de souza (amparo) e r. flávio guaraneli (felicidade),novo amparo,"874,22","-23,2843242","-51,1445814",1,
laterais,gino tamiozzo e angelino f. de souza (da br-369 até felicidade),novo amparo,"27.207,27","-23,2839414","-51,1437892",1,
area publica,rua agenor pereira (2 áreas),novo amparo,"2.633,42","-23,2827423","-51,1421574",1,
area publica,antonio da silva,novo amparo,"14.876,45","-23,2681358","-51,1751546",1,
laterais,rua antônio da silva c/ milton r meneses (da creche até no muro),novo amparo,"2.598,36","-23,2797942","-51,1553582",1,
praça,kirio miyamura,santa regina,"2.778,10","-23,2833187","-51,1414368",1,
area publica,kirio miyamura,santa regina,"4.001,25","-23,2833187","-51,1414368",1,
area publica,antonio rodrigues da silva,santa regina,"1.558,80","-23,284385","-51,1402738",1,
area publica,dr orlando vicentini,farid libos,"1.186,41","-23,2748547","-51,1434266",1,
area publica,dr orlando vicentini,boulevard p. do norte,"5.148,49","-23,2748547","-51,1434266",1,
fundo de vale,dr orlando vicentini,boulevard p. do norte,"12.092,35","-23,2748547","-51,1434266",1,
praça,angelina ricci vezozo,boulevard p. do norte,"658,74","-23,2774025","-51,1384406",1,
praça,dr juvenal egger filho,farid libos,"428,25","-23,2761118","-51,1401316",1,
laterais,deoclecio jose da rosa,tropical a,"1.040,56","-23,2787541","-51,1491616",1,
canteiros,av miltom ribeiro de menezes,farid libos,"4.607,73","-23,2785188","-51,1408337",1,
praça,maria jose b aguirera c milton r menezes,farid libos,"1.146,52","-23,2785188","-51,1408337",1,
praça,herminio m reis c milton r meneses,farid libos,"317,19","-23,3197305","-51,1662008",1,
fundo de vale,orlando vicentini rua dr ricardo skowroneck,farid libos,"1.250,68","-23,273698","-51,1416287",1,
praça,jose nery machado c orlando vicentini,farid libos,"3.358,67","-23,2743046","-51,1410944",1,
praça,gervasio m morales c orlando vicentini,farid libos,"1.830,35","-23,2748547","-51,1434266",1,
a. pública,r. orlando vicentini c/ júlio lino,moema,"14.278,98","-23,2748547","-51,1434266",1,
area publica,jardim felicidade (áreas públicas e fundo de vale),felicidade,"4.912,91","-23,2861949","-51,1446048",1,
area publica,dagoberto f. santos c/ ramiro marigo,michel lichia,"1.614,46","-23,2803849","-51,1593009",1,
area publica,ramiro marigo c/ jair p. batista,michel lichia,"1.346,00","-23,27864","-51,1592592",1,
vielas,gilberto nápoli e jair pereira batista,michael licha,"603,80","-23,27864","-51,1592592",1,
laterais,jair pereira batista,michael licha,"4.871,45","-23,27864","-51,1592592",1,
laterais,joão baptista da silva,michael licha,"3.738,54","-23,2804027","-51,1607961",1,
praça,dagoberto f dos santos,michael licha,"1.855,93","-23,2805135","-51,1586508",1,
praça,joão baptista da silva c/ claudir m. rossi,michael licha,"162,31","-23,2804027","-51,1607961",1,
praça,neman sayun c mauro ferreira,portal de bianca,"1.392,80","-23,2881687","-51,1645088",1,
area publica,neman sayun c eladio yanes peres,portal de bianca,"1.749,36","-23,2881856","-51,1643804",1,
fundo de vale,eladio yanes peres edmur elias neder,alpes i,"23.970,55","-23,2884731","-51,1695902",1,
fundo de vale,jair assunção (atráz da metronorte),honda,"3.221,47","-23,2921321","-51,1796997",1,
fundo de vale,josefa conrado otto edmundo riihmann,honda i,"3.386,87","-23,2900803","-51,1804975",1,
area publica,petruska m ruiz c joao ruiz,honda i,"3.030,39","-23,2889422","-51,1805189",1,
area publica,joão ruiz c antonio pimentel,honda ii,"3.029,03","-23,2885513","-51,1798904",1,
area publica,lazara mendes ribeiro c otto edm. rihmann,são tomas,"5.539,55","-23,2894189","-51,1831478",1,
area publica,domingos de r teixeira c otto e rihmann,são tomas,"4.618,99","-23,3197305","-51,1662008",1,
praça,luiz morselhi filho c izaura marques pereira,são tomas,"2.203,19","-23,2858831","-51,1839774",1,
area publica,sebastiao montilha garcia c/ edwiges m. ba,andes,"3.222,71","-23,2882189","-51,1756669",1,
area publica,sebastiao montilhagarcia c antonio baldan,andes,"888,07","-23,2882189","-51,1756669",1,
viela,pastor judithe do carmo,costa do sol,"853,02","-23,2858938","-51,1762417",1,
praça,arcindo sardo c adalcimar r guandalini,império do sol,"9.636,19","-23,2859041","-51,180452",1,
area publica,rezek andery c walter da silva,santiago ii,"2.836,12","-23,2858579","-51,1890243",1,
fundo de vale,antonio v. da silva ate athos anzola,portal do imperio,"12.346,87","-23,2865759","-51,1900324",1,
praça,euzebio barbosa de menezes,santa rita,"15.192,51","-23,2878517","-51,191844",1,
area publica,euzébio barbosa de menezes c/ perobal,santiago ii,"2.052,05","-23,2878517","-51,191844",1,
rotatória,ruy virmond carnascialli,leonor,"50,00","-23,2897477","-51,1958305",1,
area publica,samuameira c/ perobal,santiago,"2.907,82","-23,2885866","-51,1931584",1,
area publica,angico c amendoinzeiro,santa rita,"14.010,42","-23,2903044","-51,1977528",1,
praça,cupiuba,santa rita,"553,55","-23,2892185","-51,1946042",1,
area publica,oleo pardo com seringueira (da guaiuvira até eucaliptos),santa rita,"18.599,18","-23,2940102","-51,1953567",1,
area publica,br-369 da r. castanheira até r. nossa senhora guia,bratac,"4.000,73","-23,2932665","-51,1889886",1,
area publica,castanheira c eucaliptos,santa rita,"218,44","-23,2943926","-51,1933052",1,
praça,castanheira c dos eucaliptos,santa rita,"1.256,24","-23,2793563","-51,1128122",1,
viela,caviúna e luigi amorese,leonor,"235,38","-23,2945136","-51,2022158",1,
vielas,pinheiros e castanheiras,leonor,"482,88","-23,3309083","-51,1124273",1,
viela,cedro e amendoinzeiro,santa rita,"600,22","-23,2903044","-51,1977528",1,
vielas,perobal,leonor,"244,81","-23,2915165","-51,1952744",1,
praça,cabriuva c/ imbuia,marumbi,"2.803,83","-23,2909015","-51,2006519",1,
vielas,guaiuvira,santa rita,"417,55","-23,2900731","-51,1974311",1,
viela,figueira x balsamo,santa rita,"489,30","-23,2901461","-51,2013649",1,
praça,manoel jacinto correa c ricardo funaro,santa rita i,"4.427,42","-23,2909307","-51,2051976",1,
area publica,angelo gaiotto- capela mortuária- quadra,santa rita,"5.557,36","-23,3145132","-51,1474724",1,
praça,quiri,santa rita,"1.273,47","-23,2882207","-51,1989541",1,
vielas,araracanga/piquiá/aracaúba/alecrim,santa rita,"624,40","-23,2870719","-51,1970658",1,
praça,jutai c araracanga,santa rita,"9.388,19","-23,2851666","-51,1966185",1,
a. publica/ frente ubs,jose boralli,santa rita,"20.187,15","-23,3312958","-51,1118158",1,
lote,av aracy soares dos santos,santiago,"419,23","-23,2827915","-51,1927339",1,
praça,mauricio coelho lima (2 áreas),santa rita v,"17.541,14","-23,2833224","-51,1967129",1,
vielas,rua moacir silveira valin (2 vielas),santiago ii,512,"-23,2860791","-51,193021",1,
praça,reinaldo jose da silva c/ midori koga,santa rita vi,"787,81","-23,2822397","-51,2037232",1,
area publica,luiz gonzaga lopes c/ antonio brutomesso,santa rita v,"4.714,85","-23,2824277","-51,2017963",1,
area publica,frida bleinroth (2 areas),santa rita v,"19.009,35","-23,2790534","-51,1982296",1,
praça,yoshimassa suzuki c/ oseias furtoso,santa rita vi,"27.376,66","-23,2782122","-51,1944146",1,
laterais,oseias furtoso (lateral all),santa rita v,"15.326,28","-23,2782122","-51,1944146",1,
rotatória,luis pasteur,maria lúcia,"1.766,46","-23,2767542","-51,2088196",1,
area publica,paulo de lucca c/ francisco barbosa,nova londrina,"1.949,26","-23,2790681","-51,190283",1,
area publica,paulo de lucca c/ durval fernandes,nova londrina,"1.756,14","-23,2790681","-51,190283",1,
a. pública,estephânia m. v. stein,nova londrina,"2.459,55","-23,2573105","-51,1636417",1,
laterais,tanganica e lucilio de held ate ana terra,coliseu,"47.526,18","-23,2832078","-51,180744",1,
praça,carlos alberto da silva,anaterra,"7.401,42","-23,2747539","-51,1997479",1,
area publica,sao benedito c/ sao sebastiao,santo andre,"9.180,12","-23,3197305","-51,1662008",1,
fundo de vale,sao jose,santo andre,"870,00","-23,2724781","-51,1981147",1,
area publica,sao jose,santo andre,"27.244,52","-23,2724781","-51,1981147",1,
laterais,alvaro grotti (da linha até a ponte),barcelona,"901,91","-23,265212","-51,1658763",1,
laterais,pedro procópio de oliveira (mata),barcelona,"1.833,47","-23,2736904","-51,1918115",1,
praça,alvaro grotti c/ antonia abade bonfin,barcelona,"2.733,01","-23,2746618","-51,1922299",1,
area publica,alvaro grotti c/ tanganica,barcelona,"2.010,39","-23,2816112","-51,1831001",1,
area publica,jose geraldo canezin c andrea kemmer,nova olinda,"5.847,29","-23,2784042","-51,1878235",1,
fundo de vale,ernesto melluns e silvano caramori neto,nova olinda,"459,16","-23,2728127","-51,1893662",1,
fundo de vale,alexandre alvino da silva,maria luiza,"1.298,98","-23,2725135","-51,1881981",1,
area publica,omar mazzei guimarães c/ jorge tyminski,maria luiza,"4.347,64","-23,2757584","-51,1870855",1,
area publica,omar mazzei guimarães c/ lourenço orsi,maria luiza,"6.342,13","-23,2757584","-51,1870855",1,
area publica,jose geraldo canezin c/ matilde benício pinto,maria luiza,"3.509,17","-23,2739249","-51,1884989",1,
a. pública,mariane accioly bacaro,maria luiza,"5.400,00","-23,2724249","-51,1857831",1,
area publica,josé freitas santos,maria luiza,"6.342,13","-23,2738351","-51,1850615",1,
area publica,manoel alves da silva,marajoara,"5.613,27","-23,2785122","-51,1856104",1,
a. publica,teresa c soares c enoch v dos santos,cabo frio,"7.662,47","-23,2764641","-51,1833036",1,
praça,tanganica c antonio cotarelli,marajoara,"6.024,45","-23,2774777","-51,1842607",1,
praça,oswaldo leite c antonio cotarelli,marajoara,"7.371,64","-23,2765258","-51,1856639",1,
area publica,irineu palharini c cacilda n neme,cabo frio,"3.074,58","-23,2774011","-51,18104",1,
area publica,cacilda nasralla neme c antonio urias,cabo frio,"8.953,75","-23,2724358","-51,1824559",1,
praça,cacilda n neme c ermiro barbosa leme,cabo frio,"1.530,72","-23,2718404","-51,1825287",1,
area publica,rua sofia klock c/ enoch v dos santos,cabo frio,"1.050,35","-23,2690243","-51,1624399",1,
fundo de vale,joana maria d pinho ermiro barbosa lemes,marajoara,"5.559,87","-23,2728284","-51,1808605",1,
area publica,av sudão - (2 lotes),hilda mandarino,"637,48","-23,2761128","-51,1726405",1,
area publica,osny muniz c tanganica,hilda mandarino,"7.404,24","-23,3106342","-51,1367986",1,
area publica,osny muniz c antonio e martins,hilda mandarino,"7.068,44","-23,3197305","-51,1662008",1,
vielas,entre rua marrocos e sudão,ouro verde,"750,00","-23,2773175","-51,1764897",1,
viela,rua tanzânia,ouro verde,"250,00","-23,281987","-51,1756924",1,
area publica,togo,ouro verde,"742,84","-23,2786331","-51,1742637",1,
laterais,av da perseverança (laterais linha férrea),ruy v. carnascialli,"53.665,57","-23,2781166","-51,1627231",1,
area publica,ternura c da esperança,ruy v. carnascialli,"2.720,45","-23,3548457","-51,1552724",1,
fundo de vale,av da igualdade,r.v. carnascialli,"3.598,36","-23,2763623","-51,1703688",1,
fundo de vale,francisca vieira da costa - antonio e. lazareti - cardeal vermelho,liberdade,"3.136,10","-23,273868","-51,1652418",1,
praça,das perdizes c paulo de tarso gomes,elizabeth,"5.085,39","-23,2750324","-51,1596136",1,
area publica,av liberdade e paulo de tarso gomes,elizabeth,"735,93","-23,2750324","-51,1596136",1,
area publica,dos periquitos c/ do falcao (campo e associação),paraiso,"6.520,83","-23,2777052","-51,157126",1,
fundo de vale,felix chenso,joão paz,"15.964,23","-23,2658101","-51,1468015",1,
area publica,rua raul coutinho c/ rua abílio justiniano de queiroz,joão paz,"2.299,56","-23,2656188","-51,1432668",1,
area publica,rua josé n. d santana c/ rua carlos schiavon,joão paz,"2.343,87","-23,2731826","-51,1437988",1,
fundo de vale,raul coutinho e toshio sanada,joão paz,"9.052,96","-23,2628717","-51,1411348",1,
area publica,jose garcia rodrigues c francisco m. oliveira,joão paz,"8.005,32","-23,2641118","-51,1422202",1,
area publica,luiz gomes da silva francisco m. de oliveira,joão paz,"12.144,35","-23,2672196","-51,1422369",1,
area publica,rudolf keilhold c/ severino santini (rua p,violin,"3.150,00","-23,2660927","-51,1442388",1,
area publica,rudolf keilhord c pedro pescador,semiramis,"1.778,42","-23,2627633","-51,149019",1,
praça,aparecida f barbosa c josephina colombo,violin,"1.708,42","-23,2658325","-51,145816",1,
area publica,severino santini c azulão,violin,"3.811,31","-23,2624579","-51,1486635",1,
area publica,garça real c arara azul,violin,"4.887,72","-23,2596424","-51,1482976",1,
canteiros,av. elzira bitencour guides,violin,"1.107,69","-23,2658325","-51,145816",1,
area publica,elzira bitencour guides ( 5 areas),violin,"3.793,80","-23,2658325","-51,145816",1,
praça,petronio portela c euclides figueiredo,sebastião de mello,"2.651,91","-23,2621013","-51,1554027",1,
area publica,frederico ozanan c juarez tavora,sebastião de mello,"1.600,33","-23,2604695","-51,1564179",1,
area publica,jacutinga c/ macuco,violin,"10.577,19","-23,2637331","-51,1477964",1,
area publica,macuco,violin,"16.448,14","-23,3197305","-51,1662008",1,
area publica,joão panchoni c josé von stein,belleville,"3.524,50","-23,2637878","-51,1571673",1,
viela,vielas guerino romagnollo e alcides favor,belleville,"939,95","-23,2740063","-51,1861348",1,
canteiros,joão baptista schiavo,belleville,"1.744,90","-23,2678911","-51,1574266",1,
canteiros,wanderlei barbosa de castro,belleville,"873,44","-23,2698957","-51,1578368",1,
viela,r. vanderlei b. de castro até josepphina m. botura,belle ville,"2.246,33","-23,2698957","-51,1578368",1,
fundo de vale,josefina m. botura,belleville,"1.170,76","-23,2718769","-51,157358",1,
praça,fukutaro kobayashi c joão b schiavo,planalto,"1.828,51","-23,2678911","-51,1574266",1,
area publica,aurelio paglia c manoel a de oliveira,planalto,"2.511,49","-23,265605","-51,1595453",1,
area publica,washinton de souza carv. pedro bertolucci,pq ind.josé belinati,"4.638,60","-23,2658834","-51,1554432",1,
area publica,r. hermínia rufino bergonse x luis montanher,porto seguro,"129,26","-23,261376","-51,1650274",1,
area publica,eduardo grandis c praia da baleia,porto seguro,"2.097,72","-23,2651121","-51,1658543",1,
area publica,geraldo simoes c praia da baleia,porto seguro,"1.374,06","-23,2651121","-51,1658543",1,
canteiros,av praia de ilheus,porto seguro ii,"3.014,85","-23,2674844","-51,1654818",1,
area publica,r. praia da baleia,porto seguro,"437,00","-23,2651121","-51,1658543",1,
lotes,geraldo simões,porto seguro,"1.372,13","-23,2645311","-51,1648049",1,
laterais,eduardo grandis da av. torres até av. praia de ilhéus,porto seguro ii,"2.608,15","-23,2674844","-51,1654818",1,
lotes,eduardo grandis,porto seguro,"4.498,00","-23,2618355","-51,1740471",1,
praça,emilio scholze c hermano t neto,jeronymo nogueira,"2.995,86","-23,2703883","-51,1634237",1,
praça,sofia scholze c emilio scholze ( praças),jeronymo nogueira,"1.164,84","-23,2690243","-51,1624399",1,
laterais,praia de ilheus,jeronymo nogueira,"540,00","-23,2674844","-51,1654818",1,
laterais,aristides vaz,jeronymo nogueira,"1.372,00","-23,2697794","-51,1617368",1,
canteiros,jose daniel kiellander (av wanderlei b castro),jeronymo nogueira,"2.405,14","-23,2717698","-51,164294",1,
area publica,aritides vaz,jerônimo nogueira,"820,16","-23,2697794","-51,1617368",1,
area publica,joão steinle,jerônimo nogueira,"429,8","-23,2722484","-51,1618682",1,
fundo de vale,aristides vaz,jeronymo nogueira,"2.150,04","-23,2697794","-51,1617368",1,
area publica,angela rosa c/ jose daniel kiellander,arapongas,"7.776,06","-23,2717698","-51,164294",1,
praça,diaconisa maria madalena de camargo,arapongas,"1.506,33","-23,319883","-51,1417665",1,
area publica,geremias venturini c pompeu soares cardoso,são paulo,"6.025,14","-23,2671517","-51,1671366",1,
a. pública,roberto c. bervenglieri,são paulo,"5.691,34","-23,326254","-51,2130746",1,
a. pública,maria luiza de farias lemos figueiredo,são paulo,"1.814,97","-23,2710117","-51,1691419",1,
fundo de vale,francisco mendes da av. francisco g. arruda até av. pompeu soares,alto da boa vista,"1.219,54","-23,2671517","-51,1671366",1,
area publica,guilherme rizzi c/ salim sahao,alto da boa vista ii,"1.984,07","-23,2656303","-51,169712",1,
area publica,das naçoes c/ paulo aquiles malvezzi (2 areas),alto da boa vista,"3.781,97","-23,2682484","-51,168003",1,
area publica,alba bertoleti clivati c/ lindalva s. basseto,alto da boa vista,"12.615,43","-23,2705447","-51,1697215",1,
canteiros,av das nações,alto da boa vista,"3.508,16","-23,2726597","-51,1704381",1,
area publica,av francisco g. arruda c/ leonel m. costa,alto da boa vista ii,"4.429,78","-23,2669956","-51,1753641",1,
praça,lindalva silvia basseto c/ winston churchill,alto da boa vista,"10.354,79","-23,2725486","-51,1724737",1,
fundo de vale,winston churchil e pedro carrasco alduan,parigot de souza i,"8.851,35","-23,2682711","-51,182148",1,
praça,pedro carrasco alduan c/ osvaldo s campos,parigot de souza i,"18.307,22","-23,2682711","-51,182148",1,
praça,claudeth de souza c/ jubilino b cabral,parigot de souza i,"1.428,21","-23,2670254","-51,176525",1,
area publica,dionezio cruzatte c/ raimundo n de andrade,parigot de souza i,"3.530,53","-23,265607","-51,1786367",1,
a. pública,entre café supremo e café solúvel,res. do café,"2.985,47","-23,2617708","-51,182163",1,
area publica,augusto massareto c pedro c alduan,continental,"404,80","-23,2682711","-51,182148",1,
area publica,pedro carrasco alduan c/ cafe robusta,tocantins,"209,83","-23,2682711","-51,182148",1,
a. pública,transposição av francisco m. palheta- josé del c. filho,res. do café,"2.172,58","-23,2660203","-51,1808891",1,
lotes,café arábica,res. do café,"1.139,90","-23,2702064","-51,1828017",1,
fundo de vale,café arabica-aparecido silva,res. do café,"6.810,98","-23,2723371","-51,179047",1,
lote,café arábica c/ estevão nantes,palmas,"946,73","-23,2702064","-51,1828017",1,
area publica,nelson sambati,continental,"6.264,83","-23,2710844","-51,1796179",1,
area publica,luiza d gonzales c joao soares,everest,"3.062,87","-23,2680385","-51,1896036",1,
praça,cafe arabica c emilio g toribio,paracatu,"2.904,01","-23,2702064","-51,1828017",1,
area publica,antonio sisti c cafe sumatra,residencial do café,"11.260,42","-23,2657322","-51,183403",1,
laterais,edinha eurides lima sabino e reinaldo r silva (até a ponte),maria celina,"713,09","-23,3197305","-51,1662008",1,
laterais,anisio ribas bueno,maria celina,"3.552,01","-23,2657609","-51,1916729",1,
canteiros,giocondo maturi,maria celina,"5.287,73","-23,2665921","-51,1995591",1,
area publica,aníbal balaroti c/ hellmuth fischer (p.e.v.),vista bella,"791,35","-23,2722252","-51,2066672",1,
area publica,aníbal balaroti c/ braz lucas teruel,vista bella,"4.872,64","-23,2701107","-51,2023834",1,
fundo de vale,aníbal balaroti,vista bella,"3.225,25","-23,2694003","-51,2013929",1,
area publica,edinha eurides lima sabino,padovani,"2.015,20","-23,3663419","-51,1385455",1,
area publica,edinha eurides lima sabino 1,padovani,"4.474,50","-23,3661728","-51,138773",1,
area publica,edinha eurides lima sabino 2,padovani,"12.882,95","-23,3661728","-51,138773",1,
praça,reinaldo r silva,padovani,"11.410,09","-23,3197305","-51,1662008",1,
area publica,andré buck c/ josé moro,padovani,"5.499,07","-23,2660592","-51,1983479",1,
area publica,cléia a. s. merighe,vista bella,"1.765,20","-23,269572","-51,1965195",1,
laterais,transposição ana terra,vista bella,"1.825,35","-23,2769157","-51,186825",1,
praça,anibal balarotti,vista bella,"6.861,79","-23,2694003","-51,2013929",1,
canteiros,giocondo maturi,vista bella,"34.291,27","-23,2665921","-51,1995591",1,
area publica,av giocondo maturi c/ mitsuky shime,vista bella,"8.927,00","-23,2662612","-51,2039175",1,
praça,manoel cardoso c/ joaquin s de oliveira,são jorge,"3.521,16","-23,25051","-51,186976",1,
praça,joao marques da silva c maria ines l oliveira,são jorge,"486,97","-23,2509549","-51,1885915",1,
area publica,edson estrigueiro c/ amelia b rabelo,são jorge,"233,08","-23,3197305","-51,1662008",1,
area publica,joao marques da silva c jose carlos ferreira,são jorge,"1.314,82","-23,2509549","-51,1885915",1,
laterais,antonio marcelino de oliveira,são jorge,"2.967,53","-23,2558298","-51,1911742",1,
praça,jose carlos ferreira c/ joão mazzei,são jorge,"6.339,07","-23,2479087","-51,1825225",1,
area publica,edson estrigueiro c/ joão marques da silva,são jorge,"1.008,47","-23,2509549","-51,1885915",1,
laterais,antonio marcelino e jose carlos ferreira,são jorge,"3.160,90","-23,2479087","-51,1825225",1,
area publica,maria ines leon oliveira,novo horizonte ii,"13.777,90","-23,2483779","-51,1888899",1,
praça,angelo giroldo,novo horizonte ii,"4.920,67","-23,2459303","-51,1885537",1,
fundo de vale,orlando zago,novo horizonte ii,"1.990,97","-23,2435478","-51,1891042",1,
area publica,maria saraiva de queiroz,novo horizonte ii,"14.822,70","-23,2476975","-51,1900666",1,
area publica,joão soler,jequitibá,"19.293,09","-23,3197305","-51,1662008",1,
fundo de vale,rua das zeladoras,chefe newton,"2.148,75","-23,2548525","-51,1835631",1,
laterais,av dos garis (da saul elkind até r. zeladoras),chefe newton,"8.048,20","-23,2575688","-51,1862692",1,
area publica,av rainha do lar c/ ana rodrigues,josé giordano,"4.325,08","-23,2578922","-51,1850997",1,
praça,julieta l de carvalho c/ saul elkind,josé giordano,"2.609,21","-23,2607185","-51,1972037",1,
area publica,basilio zani c antonio muniz franco,josé giordano,"5.904,04","-23,2570827","-51,1819147",1,
praça,ana candida daros c/ ana rodrigues,josé giordano,"4.702,98","-23,2566062","-51,1820795",1,
praça,halzei colli c waldyr de azevedo,parigot ii,"1.449,54","-23,2587869","-51,1787702",1,
praça,silvio p de jesus c joaquim f de paula,parigot de souza ii,"1.189,56","-23,2558966","-51,178174",1,
area publica,giacomo rufini m. batista waldyr azevedo,parigot de souza ii,"21.986,31","-23,3447182","-51,1555953",1,
canteiros,waldir de azevedo c geraldo g da costa,parigot de souza ii,"1.209,05","-23,2587869","-51,1787702",1,
praça,geraldo g da costa c possidonio silva,parigot de souza ii,"930,05","-23,2604123","-51,1793367",1,
laterais,manoel cordeiro,parigot de souza ii,"743,10","-23,2536748","-51,1802261",1,
laterais,firmino almeida tavares,parigot de souza ii,"3.892,99","-23,2569162","-51,1772755",1,
fundo de vale,alan santamaria,jd. sao paulo ii,"2.011,06","-23,252934","-51,1761435",1,
praca,r. humberto bergamini testa,jd. sao paulo ii,"8.283,89","-23,3197305","-51,1662008",1,
lote,r. claudinei j. dela roza,jd. sao paulo ii,"2.860,17","-23,2560198","-51,1748171",1,
area publica,antonio gomes da silva,portal do sol,"2.328,41","-23,2527412","-51,1743873",1,
praça,jose de souza peres c manoel p sobrinho,portal do sol,"2.436,38","-23,2559031","-51,1727534",1,
area publica,geraldo m chancon c alan santamaria,cancun,"5.953,17","-23,252934","-51,1761435",1,
fundo de vale,vereador valdir de azevedo,cancun,"851,91","-23,2587869","-51,1787702",1,
area publica,carlos schiavinato / pç 13 de maio,cancun,"9.964,54","-23,3197305","-51,1662008",1,
canteiros,joubert de carvalho e lateral,vivi xavier,"5.370,16","-23,2877702","-51,1124301",1,
area publica,john lennon creche,vivi xavier,"947,65","-23,3727487","-51,1303451",1,
area publica,john lennon quadra,vivi xavier,"1.080,95","-23,3145132","-51,1474724",1,
area publica,john lennon ubs,vivi xavier,"911,88","-23,3192302","-51,1577851",1,
area publica,john lennon mercado municipal,vivi xavier,"1.129,53","-23,3197305","-51,1662008",1,
area publica,nelson rodrigues,vivi xavier,"5.254,76","-23,2539869","-51,1710444",1,
fundo de vale,roberto romanelli,paris,"8.321,63","-23,3073996","-51,2208876",1,
laterais,lazaro brandino da silva,paris,"303,05","-23,2462572","-51,1699759",1,
area publica,joubert de carvalho c/ lazaro b silva,paris,"599,48","-23,2544377","-51,1719336",1,
praça,maria lucia moreno c/ ernesta c tesser,paris,"1.497,79","-23,2494953","-51,1699187",1,
praça,novarino g da silva c/ pedro c ferreira,paris,"8.874,20","-23,2915525","-51,1420443",1,
vielas,roberto romanelli / maria lucia moreno / joubert de carvalho,paris,"465,77","-23,2527337","-51,1706582",1,
area publica,roberto romanelli c/ maria l moreno,paris,"629,37","-23,3073996","-51,2208876",1,
area publica,roberto romnaneli,paris,"222,93","-23,3073996","-51,2208876",1,
praça,ari barroso c/jose maria m pereira,manoel gonçalves i,"954,64","-23,2578745","-51,166648",1,
area publica,carlos galhardo,marieta,"1.503,84","-23,2572357","-51,1656849",1,
area publica,jose ruzzon e geraldo e. de godoy,bavaria,"1.468,53","-23,2740063","-51,1861348",1,
canteiros,nicolina sarmento de paula,athenas,"751,76","-23,2571259","-51,1644556",1,
praça,angelo munhoz dona c sgt daniel v da silva,viena,"869,66","-23,3197305","-51,1662008",1,
area publica,luiza irene nunes jarbas langame de souza,viena,"7.788,86","-23,2541383","-51,1631616",1,
area publica,rua luiza irene nunes,viena,"2.456,82","-23,2547242","-51,1624592",1,
fundo de vale,inácio salomon e ideu paiva loures,gávea,"5.987,76","-23,2497901","-51,1663831",1,
praça,inácio salomon c/ alminda perez bera,gávea,"2.749,08","-23,2487459","-51,1647562",1,
praça,esther rodrigues franco,gávea,"3.549,69","-23,2507004","-51,1646159",1,
area publica,alminda perez bera,gávea,"7.786,84","-23,2487459","-51,1647562",1,
